Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
1298.6930511,89.4,100.0,76.8
1300.71144199,89.4,100.0,76.8
1302.7265892,89.8,100.0,76.8
1304.74208212,89.8,100.0,76.8
1306.76059198,89.8,100.0,76.8
1308.77625513,89.8,100.0,76.8
1310.79414511,90.3,100.0,76.8
1312.80993104,90.3,100.0,76.8
1314.82516599,90.3,100.0,76.8
1316.84161901,90.3,100.0,76.8
1318.85949302,90.3,100.0,76.8
1320.87504315,90.3,100.0,76.8
1322.89350605,90.3,100.0,76.8
1324.90926504,90.3,100.0,76.8
1326.92390513,90.3,100.0,76.8
1328.9388001,90.3,100.0,76.8
1330.95431304,90.3,100.0,76.8
1332.96967602,90.3,100.0,76.8
1334.985852,90.3,100.0,76.8
1337.00346708,90.3,100.0,76.8
1339.01889801,90.3,100.0,76.8
1341.0343461,90.3,100.0,76.8
1343.04978299,90.3,100.0,76.8
1345.11486721,90.3,100.0,76.8
1347.13194013,90.3,100.0,76.8
1349.14757919,89.8,100.0,76.8
1351.16389513,89.4,100.0,76.8
1353.18192601,89.4,100.0,76.8
1355.19760919,89.4,100.0,76.8
1357.21568704,89.8,100.0,76.8
1359.2309711,89.8,100.0,76.8
1361.24650717,89.8,100.0,76.8
1363.26192617,90.3,100.0,76.8
1365.27735305,90.3,100.0,76.8
1367.29592299,90.3,100.0,76.8
1369.31208611,90.3,100.0,76.8
1371.3304112,90.3,100.0,76.8
1373.34622121,90.3,100.0,76.8
1375.36419916,90.3,100.0,76.8
1377.38044715,90.3,100.0,76.8
1379.399683,90.3,100.0,76.8
1381.41702318,90.3,100.0,76.8
1383.433568,90.3,100.0,76.8
1385.4487052,90.3,100.0,76.8
1387.46457911,90.7,100.0,76.8
1389.48198199,90.7,100.0,76.8
1391.49749804,90.7,100.0,76.8
1393.51269817,90.7,100.0,76.8
1395.52827215,91.1,100.0,76.8
1397.54686618,91.1,100.0,76.8
1399.56278205,91.1,100.0,76.8
1401.5783062,90.7,100.0,76.8
1403.59794903,90.7,100.0,76.8
1405.61602306,91.1,100.0,76.8
1407.63151813,91.1,100.0,76.8
1409.64685416,91.1,100.0,76.8
1411.66484213,91.1,100.0,76.8
1413.68073916,91.6,100.0,76.8
1415.69625211,91.6,100.0,76.8
1417.71363711,91.6,100.0,76.8
1419.73060918,91.6,100.0,76.8
1421.748698,91.6,100.0,76.8
1423.7648201,91.6,100.0,76.8
1425.78297305,91.6,100.0,76.8
1427.79830003,91.6,100.0,76.8
1429.81324601,91.6,100.0,76.8
1431.82912207,91.6,100.0,76.8
1433.84399915,91.6,100.0,76.8
1435.86037111,91.6,100.0,76.8
1437.87833214,91.6,100.0,76.8
1439.89381409,91.6,100.0,76.8
1441.90890121,91.6,100.0,76.8
1443.92456222,91.6,100.0,76.8
1445.94241118,91.6,100.0,76.8
1447.95792699,91.6,100.0,76.8
1449.97313809,91.6,100.0,76.8
1451.9882741,91.6,100.0,76.8
1454.00258708,91.6,100.0,76.8
1456.01851106,92.0,100.0,76.8
1458.03427219,92.0,100.0,76.8
1460.05312514,92.0,100.0,76.8
1462.0687871,92.0,100.0,76.8
1464.08724213,92.0,100.0,76.8
1466.10215521,92.0,100.0,76.8
1468.11709905,92.0,100.0,76.8
1470.13216019,92.0,100.0,76.8
1472.14761209,92.5,100.0,76.8
1474.16404915,92.5,100.0,76.8
1476.18265605,92.5,100.0,76.8
1478.20038605,92.5,100.0,76.8
1480.21614313,92.5,100.0,76.8
1482.23162508,92.5,100.0,76.8
1484.246732,92.5,100.0,76.8
1486.26140904,92.5,100.0,76.8
1488.27675104,92.5,100.0,76.8
1490.29204822,92.5,100.0,76.8
1492.30664515,92.5,100.0,76.8
1494.32220817,92.5,100.0,76.8
1496.33846903,92.5,100.0,76.8
1498.35701013,92.9,100.0,76.8
1500.37488222,92.5,100.0,76.8
1502.39084506,92.5,100.0,76.8
1504.40568018,92.5,100.0,76.8
1506.42077518,92.5,100.0,76.8
1508.43596721,92.5,100.0,76.8
1510.45103312,92.5,100.0,76.8
1512.46737003,92.9,100.0,76.8
1514.485708,92.9,100.0,76.8
1516.50088811,92.9,100.0,76.8
1518.51669121,92.9,100.0,76.8
1520.53450012,92.9,100.0,76.8
1522.55048108,92.9,100.0,76.8
1524.56856513,92.9,100.0,76.8
1526.58470607,92.9,100.0,76.8
1528.60033512,92.9,100.0,76.8
1530.61849618,92.9,100.0,76.8
1532.63416815,92.9,100.0,76.8
1534.649822,92.9,100.0,76.8
1536.66742516,92.9,100.0,76.8
1538.68348217,92.9,100.0,76.8
1540.69839811,93.4,100.0,76.8
1542.71356106,93.4,100.0,76.8
1544.72904706,93.4,100.0,76.8
1546.74347901,93.4,100.0,76.8
1548.75933313,93.4,100.0,76.8
1550.77791214,93.4,100.0,76.8
1552.79376006,93.4,100.0,76.8
1554.81203198,93.4,100.0,76.8
1556.8272512,93.4,100.0,76.8
1558.84378219,93.4,100.0,76.8
1560.86127305,93.4,100.0,76.8
